fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
buick,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.4,9.9,8.1,9.1,31,214
buick,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.4,9.4,7.9,8.8,32,205
buick,suv - small,automático,gasolina premium,rango_medio,9,4,2.0,11.7,9.4,10.7,26,249
buick,mid-size,automático con selector de marcha,gasolina,rango_medio,9,6,3.6,11.7,7.8,9.9,29,233
buick,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,9.4,6.8,8.2,34,192
buick,mid-size,automático con selector de marcha,gasolina,rango_medio,9,6,3.6,11.7,8.2,10.1,28,238
buick,mid-size,automático con selector de marcha,gasolina premium,rango_medio,9,4,2.0,10.6,7.4,9.1,31,214
buick,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.0,8.0,9.6,29,227
buick,mid-size,automático con selector de marcha,gasolina,rango_medio,9,6,3.6,12.4,8.7,10.7,26,251
cadillac,full-size,automático con selector de marcha,gasolina premium,premium,10,6,3.0,13.1,9.1,11.3,25,267
cadillac,full-size,automático con selector de marcha,gasolina,premium,10,6,3.6,13.0,8.8,11.1,25,261
cadillac,full-size,automático con selector de marcha,gasolina premium,premium,10,8,4.2,17.3,9.5,13.8,20,324
cadillac,mid-size,automático con selector de marcha,gasolina premium,premium,8,4,2.0,11.0,7.8,9.5,30,222
cadillac,mid-size,automático con selector de marcha,gasolina,premium,8,6,3.6,12.3,8.2,10.5,27,246
cadillac,mid-size,automático con selector de marcha,gasolina premium,premium,8,4,2.0,11.4,8.1,9.9,29,232
cadillac,mid-size,automático con selector de marcha,gasolina,premium,8,6,3.6,13.3,9.2,11.5,25,269
cadillac,mid-size,automático con selector de marcha,gasolina premium,premium,8,6,3.6,15.0,9.9,12.7,22,298
cadillac,mid-size,automático con selector de marcha,gasolina premium,premium,8,8,6.2,17.1,11.0,14.3,20,337
cadillac,suv - standard,automático,gasolina premium,premium,10,8,6.2,16.6,10.9,14.0,20,328
cadillac,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,9.8,7.8,8.9,32,209
cadillac,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,10.9,8.2,9.7,29,227
cadillac,full-size,automático con selector de marcha,gasolina,premium,6,6,3.6,12.9,8.7,11.0,26,259
cadillac,full-size,automático con selector de marcha,gasolina premium,premium,6,6,3.6,15.0,10.1,12.8,22,302
chevrolet,suv - small,automático,gasolina,asequibles,9,4,2.5,10.8,8.8,9.9,29,232
chevrolet,suv - small,automático,gasolina,asequibles,9,6,3.6,12.0,9.0,10.6,27,250
chevrolet,suv - small,automático,gasolina,asequibles,9,6,3.6,12.7,9.5,11.3,25,265
chevrolet,subcompact,automático con selector de marcha,gasolina premium,asequibles,8,4,2.0,10.8,7.7,9.4,30,220
chevrolet,subcompact,manual,gasolina,asequibles,6,6,3.6,14.3,8.8,11.8,24,277
chevrolet,subcompact,automático con selector de marcha,gasolina premium,asequibles,10,8,6.2,14.5,8.8,12.0,24,279
chevrolet,subcompact,manual,gasolina premium,asequibles,6,8,6.2,14.9,9.9,12.6,22,297
chevrolet,subcompact,automático con selector de marcha,gasolina premium,asequibles,10,8,6.2,18.3,11.2,15.1,19,355
chevrolet,pickup truck - small,automático,diesel,asequibles,6,4,2.8,11.8,7.9,10.1,28,270
chevrolet,pickup truck - small,automático,gasolina,asequibles,6,4,2.5,12.7,9.8,11.4,25,267
chevrolet,pickup truck - small,automático,diesel,asequibles,6,4,2.8,12.2,8.4,10.5,27,283
chevrolet,pickup truck - small,automático,diesel,asequibles,6,4,2.8,13.3,10.6,12.1,23,326
chevrolet,two-seater,automático con selector de marcha,gasolina premium,asequibles,8,8,6.2,15.6,9.2,12.7,22,299
chevrolet,two-seater,manual,gasolina premium,asequibles,7,8,6.2,14.6,9.3,12.2,23,286
chevrolet,two-seater,automático con selector de marcha,gasolina premium,asequibles,8,8,6.2,17.2,10.1,14.0,20,331
chevrolet,two-seater,manual,gasolina premium,asequibles,7,8,6.2,15.9,10.6,13.5,21,318
chevrolet,two-seater,automático con selector de marcha,gasolina premium,asequibles,8,8,6.2,19.5,12.0,16.1,18,381
chevrolet,two-seater,manual,gasolina premium,asequibles,7,8,6.2,18.2,12.5,15.6,18,368
chevrolet,compact,automático con selector de marcha,gasolina,asequibles,6,4,1.4,8.3,6.2,7.3,39,172
chevrolet,compact,automático,diesel,asequibles,9,4,1.6,7.6,4.9,6.4,44,172
chevrolet,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,1.4,8.3,6.2,7.3,39,172
chevrolet,mid-size,automático con selector de marcha,gasolina,asequibles,6,4,1.4,8.5,6.4,7.5,38,175
chevrolet,suv - small,automático,gasolina,asequibles,6,4,1.5,9.2,7.3,8.3,34,196
chevrolet,suv - small,automático,diesel,asequibles,6,4,1.6,8.5,6.0,7.4,38,199
chevrolet,suv - small,automático,gasolina,asequibles,6,4,1.5,9.3,7.8,8.6,33,207
chevrolet,suv - small,automático,diesel,asequibles,6,4,1.6,8.5,6.1,7.4,38,199
chevrolet,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.5,10.8,8.0,9.6,29,225
chevrolet,mid-size,automático,gasolina premium,asequibles,9,4,2.0,10.5,7.4,9.1,31,214
chevrolet,pickup truck - standard,automático,gasolina,asequibles,8,4,2.7,11.9,10.3,11.1,25,261
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,15.1,11.5,13.5,21,316
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.9,11.4,13.9,20,326
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.7,11.9,14.0,20,329
chevrolet,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,21.1,15.0,18.4,15,306
chevrolet,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,14.1,10.2,12.4,23,290
chevrolet,pickup truck - standard,automático,gasolina,asequibles,8,4,2.7,12.5,10.8,11.7,24,275
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,15.8,11.9,14.0,20,329
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,16.3,12.9,14.8,19,347
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.9,11.7,14.0,20,329
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,16.1,12.5,14.4,20,339
chevrolet,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,22.0,16.1,19.3,15,322
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,16.5,13.0,14.9,19,350
chevrolet,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,14.9,10.8,13.1,22,306
chevrolet,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,15.3,11.8,13.7,21,320
chevrolet,pickup truck - standard,automático,gasolina premium,asequibles,10,8,6.2,15.0,12.0,13.7,21,321
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.6,10.9,13.5,21,317
chevrolet,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.8,11.4,13.8,20,325
chevrolet,subcompact,manual,gasolina,asequibles,5,4,1.4,8.0,6.2,7.2,39,170
chevrolet,suv - standard,automático,gasolina,asequibles,6,8,5.3,15.7,10.5,13.4,21,314
chevrolet,suv - standard,automático,ethanol,asequibles,6,8,5.3,21.2,13.9,17.9,16,298
chevrolet,suv - standard,automático,gasolina,asequibles,6,8,5.3,16.8,11.3,14.3,20,336
chevrolet,suv - standard,automático,ethanol,asequibles,6,8,5.3,22.2,15.2,19.0,15,317
chevrolet,suv - standard,automático,gasolina premium,asequibles,10,8,6.2,17.1,11.3,14.5,19,340
chevrolet,suv - standard,automático,gasolina,asequibles,6,8,5.3,15.8,11.1,13.7,21,321
chevrolet,suv - standard,automático,ethanol,asequibles,6,8,5.3,21.7,14.3,18.4,15,305
chevrolet,suv - standard,automático,gasolina,asequibles,9,6,3.6,13.0,8.8,11.1,25,261
chevrolet,suv - standard,automático,gasolina,asequibles,9,6,3.6,13.7,9.5,11.8,24,277
chevrolet,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,1.4,9.1,7.6,8.4,34,196
chevrolet,suv - small,manual,gasolina,asequibles,6,4,1.4,9.4,6.9,8.3,34,194
chevrolet,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,1.4,9.9,8.1,9.1,31,214
dodge,mid-size,automático,gasolina premium,rango_medio,8,8,6.4,15.8,9.6,13.0,22,304
dodge,full-size,automático,gasolina premium,rango_medio,8,8,6.4,15.8,9.6,13.0,22,304
fiat,minicompact,automático,gasolina,asequibles,6,4,1.4,9.7,7.4,8.7,32,203
fiat,suv - small,automático,gasolina,asequibles,9,4,1.3,10.0,7.9,9.1,31,213
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,3,1.0,8.6,8.1,8.4,34,196
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,10.2,8.0,9.3,30,218
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.9,8.0,9.6,29,224
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,11.4,8.3,10.0,28,233
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,8,6,2.7,12.6,9.2,11.0,26,259
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,11.0,8.0,9.6,29,226
ford,suv - small,automático con selector de marcha,ethanol,rango_medio,6,4,2.5,15.0,10.8,13.1,22,218
ford,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.5,11.2,8.4,9.9,29,232
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,14.1,10.6,12.5,23,293
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,14.7,11.2,13.1,22,307
ford,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,15.2,10.9,13.2,21,311
ford,suv - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,19.8,14.3,17.3,16,288
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,2.7,12.0,9.0,10.6,27,249
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,2.7,12.4,9.4,11.1,25,260
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.3,12.2,9.3,10.9,26,256
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.3,16.7,12.6,14.9,19,247
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,13.5,10.1,12.0,24,281
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,13.8,10.7,12.4,23,291
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,13.9,11.2,12.7,22,298
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,13.9,10.2,12.2,23,287
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,10,8,5.0,20.3,14.0,17.4,16,290
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,10,8,5.0,20.3,14.0,17.5,16,290
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,15.6,11.8,13.9,20,326
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,10,8,5.0,20.4,14.0,17.5,16,291
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,2.7,12.7,9.8,11.4,25,268
ford,pickup truck - standard,automático con selector de marcha,diesel,rango_medio,10,6,3.0,11.8,9.3,10.7,26,287
ford,pickup truck - standard,automático con selector de marcha,diesel,rango_medio,10,6,3.0,11.2,8.3,9.9,29,266
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,6,3.3,12.8,10.2,11.6,24,273
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.3,17.5,13.8,15.8,18,263
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,6,6,3.3,17.5,13.7,15.8,18,263
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,14.3,10.5,12.5,23,295
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,14.7,10.7,12.9,22,303
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,14.7,11.2,13.1,22,308
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,13.8,11.2,12.6,22,296
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,15.1,11.0,13.3,21,312
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,15.7,11.8,13.9,20,326
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,16.8,12.4,14.8,19,347
ford,pickup truck - standard,automático con selector de marcha,ethanol,rango_medio,10,8,5.0,21.3,17.2,19.5,14,323
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,6,3.5,15.3,13.1,14.3,20,336
ford,subcompact,automático manual,gasolina,rango_medio,6,4,1.6,8.6,6.4,7.6,37,178
ford,subcompact,manual,gasolina,rango_medio,5,4,1.6,8.8,6.8,7.9,36,184
ford,subcompact,manual,gasolina,rango_medio,6,4,1.6,9.2,7.4,8.4,34,196
ford,two-seater,automático manual,gasolina premium,rango_medio,7,6,3.5,20.4,13.1,17.1,17,402
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,10,4,2.3,11.2,7.3,9.4,30,221
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,10,4,2.3,11.8,8.4,10.3,27,242
ford,subcompact,manual,gasolina,rango_medio,6,4,2.3,11.2,7.9,9.7,29,227
ford,subcompact,manual,gasolina,rango_medio,6,4,2.3,11.8,8.7,10.4,27,244
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,15.0,9.1,12.3,23,289
ford,subcompact,manual,gasolina,rango_medio,6,8,5.0,16.1,9.9,13.3,21,311
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,10,4,2.3,11.9,8.4,10.4,27,243
ford,subcompact,manual,gasolina,rango_medio,6,4,2.3,11.8,8.4,10.3,27,241
ford,subcompact,automático con selector de marcha,gasolina,rango_medio,10,8,5.0,15.4,9.7,12.9,22,302
ford,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,10,4,2.3,11.8,9.8,10.9,26,256
ford,van - passenger,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,16.2,12.8,14.7,19,346
ford,van - passenger,automático con selector de marcha,gasolina,rango_medio,6,6,3.7,16.9,13.1,15.2,19,355
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.5,9.0,11.5,25,270
ford,full-size,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,17.8,12.1,15.2,19,254
ford,full-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,14.0,9.9,12.4,23,291
ford,full-size,automático con selector de marcha,ethanol,rango_medio,6,6,3.5,18.5,13.0,16.0,18,267
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.8,8.8,9.3,30,219
ford,special purpose vehicle,automático con selector de marcha,ethanol,rango_medio,8,4,2.0,13.3,11.8,12.6,22,209
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,12.0,8.8,10.6,27,247
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.9,8.2,9.2,31,214
ford,special purpose vehicle,automático con selector de marcha,ethanol,rango_medio,8,4,2.0,13.7,11.1,12.5,23,208
ford,special purpose vehicle,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,12.1,9.0,10.7,26,251
genesis,compact,manual,gasolina premium,rango_medio,6,4,2.0,12.8,8.5,10.9,26,255
genesis,compact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.5,8.7,10.3,27,241
genesis,compact,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.3,13.3,9.5,11.6,24,274
gmc,suv - standard,automático,gasolina,asequibles,6,4,2.5,11.1,9.2,10.2,28,237
gmc,suv - standard,automático,gasolina,asequibles,6,4,2.5,11.3,9.4,10.5,27,248
gmc,pickup truck - small,automático,diesel,asequibles,6,4,2.8,11.8,7.9,10.1,28,270
gmc,pickup truck - small,automático,gasolina,asequibles,6,4,2.5,12.7,9.8,11.4,25,267
gmc,pickup truck - small,automático,diesel,asequibles,6,4,2.8,12.2,8.4,10.5,27,283
gmc,pickup truck - standard,automático,gasolina,asequibles,8,4,2.7,11.9,10.3,11.1,25,261
gmc,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,15.1,11.5,13.5,21,317
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.9,11.4,13.9,20,326
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.7,11.9,14.0,20,329
gmc,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,21.1,15.0,18.4,15,306
gmc,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,14.3,10.4,12.5,23,294
gmc,pickup truck - standard,automático,gasolina,asequibles,8,4,2.7,12.6,10.9,11.8,24,277
gmc,pickup truck - standard,automático,gasolina,asequibles,6,6,4.3,15.8,11.9,14.0,20,329
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.9,11.7,14.0,20,330
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,16.0,12.5,14.4,20,339
gmc,pickup truck - standard,automático,ethanol,asequibles,6,8,5.3,22.0,16.1,19.4,15,323
gmc,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,15.3,11.2,13.5,21,316
gmc,pickup truck - standard,automático,gasolina,asequibles,8,8,5.3,15.3,11.8,13.7,21,320
gmc,pickup truck - standard,automático,gasolina premium,asequibles,10,8,6.2,15.5,11.9,13.9,20,326
gmc,pickup truck - standard,automático,gasolina premium,asequibles,10,8,6.2,15.7,12.4,14.2,20,332
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.6,10.9,13.5,21,317
gmc,pickup truck - standard,automático,gasolina,asequibles,6,8,5.3,15.8,11.4,13.8,20,325
gmc,suv - small,automático,diesel,asequibles,6,4,1.6,8.5,6.0,7.4,38,199
gmc,suv - small,automático,diesel,asequibles,6,4,1.6,8.5,6.1,7.4,38,199
gmc,suv - standard,automático,gasolina,asequibles,6,8,5.3,15.7,10.5,13.4,21,314
gmc,suv - standard,automático,ethanol,asequibles,6,8,5.3,21.2,13.9,17.9,16,298
gmc,suv - standard,automático,gasolina,asequibles,6,8,5.3,15.8,11.1,13.7,21,321
gmc,suv - standard,automático,ethanol,asequibles,6,8,5.3,21.7,14.3,18.4,15,305
gmc,suv - standard,automático,gasolina,asequibles,6,8,5.3,16.8,11.3,14.3,20,336
gmc,suv - standard,automático,ethanol,asequibles,6,8,5.3,22.2,15.2,19.0,15,317
honda,compact,automático variable,gasolina,asequibles,7,4,1.5,7.8,6.4,7.2,39,167
honda,compact,automático variable,gasolina,asequibles,7,4,2.0,8.3,6.6,7.5,38,176
honda,compact,manual,gasolina,asequibles,6,4,2.0,9.3,6.7,8.1,35,189
honda,mid-size,automático variable,gasolina,asequibles,7,4,1.5,7.8,6.2,7.1,40,165
honda,mid-size,manual,gasolina,asequibles,6,4,2.0,9.3,6.5,8.0,35,186
honda,station wagon - small,automático variable,gasolina,asequibles,7,4,1.8,9.1,7.7,8.5,33,199
honda,suv - small,automático,gasolina,asequibles,9,6,3.5,12.5,9.8,11.3,25,265
honda,suv - small,automático,gasolina,asequibles,6,6,3.5,12.4,8.7,10.7,26,250
honda,pickup truck - standard,automático,gasolina,asequibles,6,6,3.5,12.8,9.5,11.3,25,263
hyundai,compact,automático con selector de marcha,gasolina,asequibles,6,4,1.6,8.2,6.2,7.3,39,172
hyundai,mid-size,manual,gasolina,asequibles,6,4,2.0,9.2,6.5,8.0,35,188
hyundai,full-size,automático manual,gasolina,asequibles,7,4,1.6,9.7,7.4,8.6,33,205
hyundai,full-size,manual,gasolina,asequibles,6,4,1.6,10.3,7.9,9.2,31,218
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.4,7.1,8.4,34,200
hyundai,full-size,manual,gasolina,asequibles,6,4,2.0,9.8,7.4,8.7,32,207
hyundai,full-size,automático manual,gasolina,asequibles,6,4,1.6,4.3,4.4,4.3,66,104
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,8,4,2.4,10.8,8.0,9.6,29,225
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,8,4,2.0,12.3,9.8,11.2,25,262
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,8,4,2.4,11.2,8.7,10.1,28,237
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,6,3.3,13.2,9.4,11.5,25,268
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,6,3.3,13.4,9.7,11.7,24,276
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,6,3.3,14.1,10.8,12.6,22,297
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.3,7.1,8.3,34,198
hyundai,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.2,6.8,8.1,35,190
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,10.0,7.9,9.1,31,216
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.0,10.8,9.2,10.1,28,239
hyundai,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.0,9.1,10.1,28,240
hyundai,compact,automático con selector de marcha,gasolina,asequibles,6,4,2.0,9.1,7.1,8.2,34,193
hyundai,compact,manual,gasolina,asequibles,6,4,2.0,9.4,7.1,8.4,34,198
hyundai,compact,manual,gasolina,asequibles,6,4,2.0,10.6,8.3,9.5,30,226
hyundai,compact,automático manual,gasolina,asequibles,7,4,1.6,8.5,6.9,7.8,36,184
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,4,2.0,10.7,8.6,9.7,29,229
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.5,9.3,11.1,25,261
infiniti,subcompact,automático con selector de marcha,gasolina premium,premium,7,6,3.0,12.3,8.7,10.7,26,251
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,6,3.7,13.2,9.8,11.7,24,275
infiniti,mid-size,automático con selector de marcha,gasolina premium,premium,7,8,5.6,14.9,10.2,12.8,22,301
infiniti,suv - small,automático variable,gasolina premium,premium,8,4,2.0,10.0,7.8,9.0,31,211
jaguar,suv - small,automático con selector de marcha,gasolina premium,premium,9,4,2.0,11.0,8.4,9.8,29,231
jeep,suv - small,automático,gasolina,asequibles,9,4,2.0,10.4,7.6,9.1,31,214
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,10.8,7.6,9.3,30,219
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,11.9,8.2,10.2,28,240
jeep,suv - small,automático,gasolina,asequibles,9,4,2.0,11.2,8.0,9.8,29,229
jeep,suv - small,automático,gasolina,asequibles,9,4,2.4,11.2,8.0,9.8,29,230
jeep,suv - small,automático,gasolina,asequibles,9,6,3.2,12.2,8.6,10.6,27,249
jeep,suv - small,automático,gasolina,asequibles,9,4,2.0,11.5,8.6,10.2,28,240
jeep,suv - small,automático,gasolina,asequibles,9,4,2.0,11.8,9.2,10.6,27,249
jeep,suv - small,automático,gasolina,asequibles,9,4,1.3,9.8,7.4,8.7,32,204
jeep,suv - small,automático,gasolina,asequibles,9,4,1.3,10.1,8.1,9.2,31,216
jeep,suv - small,automático,gasolina,asequibles,9,4,1.3,10.8,8.7,9.9,29,230
kia,full-size,automático con selector de marcha,gasolina,asequibles,8,6,3.3,11.6,8.5,10.2,28,238
kia,mid-size,manual,gasolina,asequibles,6,4,2.0,8.6,6.4,7.6,37,180
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.0,11.2,7.9,9.7,29,230
kia,full-size,automático con selector de marcha,gasolina,asequibles,6,4,2.4,9.5,7.1,8.4,34,199
kia,mid-size,automático manual,gasolina,asequibles,6,4,2.0,6.1,5.2,5.7,50,133
kia,minivan,automático con selector de marcha,gasolina,asequibles,8,6,3.3,12.7,10.0,11.5,25,272
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,10.7,8.2,9.6,29,225
kia,suv - small,automático con selector de marcha,gasolina,asequibles,6,4,2.4,11.2,9.0,10.2,28,242
kia,suv - small,automático con selector de marcha,gasolina,asequibles,8,6,3.3,12.5,9.7,11.2,25,265
kia,station wagon - small,automático con selector de marcha,gasolina,asequibles,6,4,1.6,9.0,7.6,8.4,34,198
kia,mid-size,automático con selector de marcha,gasolina premium,asequibles,8,4,2.0,11.1,8.1,9.7,29,229
kia,mid-size,automático con selector de marcha,gasolina premium,asequibles,8,6,3.3,13.6,9.6,11.8,24,279
lamborghini,two-seater,automático manual,gasolina premium,premium,7,12,6.5,26.3,15.6,21.5,13,487
lamborghini,two-seater,automático manual,gasolina premium,premium,7,12,6.5,26.6,15.8,21.7,13,493
lamborghini,two-seater,automático manual,gasolina premium,premium,7,10,5.2,18.1,13.2,15.9,18,366
lamborghini,two-seater,automático manual,gasolina premium,premium,7,10,5.2,17.9,13.0,15.7,18,370
lamborghini,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,4.0,19.2,14.1,16.9,17,384
land rover,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.8,11.4,13.3,21,311
land rover,suv - standard,automático con selector de marcha,diesel,premium,8,6,3.0,11.3,9.2,10.4,27,279
land rover,suv - standard,automático con selector de marcha,gasolina premium,premium,8,6,3.0,14.1,10.3,12.4,23,291
land rover,suv - standard,automático con selector de marcha,diesel,premium,8,6,3.0,10.7,8.3,9.6,29,256
land rover,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,5.0,14.4,11.3,13.0,22,305
land rover,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,5.0,17.9,12.7,15.5,18,365
land rover,suv - standard,automático con selector de marcha,gasolina premium,premium,8,8,5.0,14.1,10.7,12.6,22,294
land rover,suv - small,automático con selector de marcha,gasolina premium,premium,8,4,2.0,11.7,9.2,10.6,27,248
lexus,mid-size,automático variable,gasolina,premium,6,4,2.5,5.5,5.2,5.3,53,124
lexus,mid-size,automático con selector de marcha,gasolina,premium,8,6,3.5,10.6,7.2,9.1,31,211
lexus,mid-size,automático con selector de marcha,gasolina,premium,8,6,3.5,10.9,7.5,9.4,30,219
lexus,mid-size,automático con selector de marcha,gasolina premium,premium,6,6,3.5,12.3,9.1,10.9,26,254
lexus,compact,automático con selector de marcha,gasolina premium,premium,8,4,2.0,11.0,7.6,9.5,30,220
lexus,subcompact,automático con selector de marcha,gasolina premium,premium,10,8,5.0,15.1,9.5,12.6,22,294
lexus,subcompact,automático variable,gasolina premium,premium,10,6,3.5,9.0,7.1,8.1,35,189
lexus,mid-size,automático con selector de marcha,gasolina premium,premium,10,6,3.4,13.1,8.7,11.1,25,261
lexus,mid-size,automático variable,gasolina premium,premium,10,6,3.5,10.3,7.7,9.1,31,214
lexus,suv - standard,automático variable,gasolina premium,premium,6,6,3.5,8.1,8.4,8.1,35,190
lexus,mid-size,automático con selector de marcha,gasolina,premium,10,4,2.0,8.0,6.3,7.2,39,168
lexus,compact,automático variable,gasolina,premium,6,4,2.0,5.5,5.7,5.6,50,130
